player_id,player_name,player_position,player_season,player_age,player_yellow_cards,player_red_cards,player_fouls
1211,"Jack Wilshere",Midfielder,2019/2020,28,0,0,1
1213,"DeAndre Yedlin",Defender,2018/2019,25,6,1,41
1213,"DeAndre Yedlin",Defender,2019/2020,27,3,0,8
1213,"DeAndre Yedlin",Defender,2020/2021,27,0,0,4
1214,"Okay Yokuslu",Midfielder,2020/2021,27,4,0,25
1215,"Maya Yoshida",Defender,2018/2019,30,0,0,4
1215,"Maya Yoshida",Defender,2019/2020,31,1,0,3
1216,"André-Frank Zambo Anguissa",Midfielder,2018/2019,23,1,1,23
1216,"André-Frank Zambo Anguissa",Midfielder,2020/2021,25,6,0,44
1217,"Richairo Zivkovic",Forward,2019/2020,23,0,0,1
1218,"Kenneth Zohore",Forward,2018/2019,25,1,0,13
1225,"Ibrahim Amadou",Midfielder,2019/2020,27,1,0,8
1226,"Luke Amos",Midfielder,2018/2019,22,0,0,0
1227,"Marko Arnautovic",Forward,2018/2019,30,3,0,30
1231,"Charlie Austin",Forward,2018/2019,29,1,0,14
1231,"Charlie Austin",Forward,2020/2021,31,0,0,0
1234,"Antonio Barreca",Defender,2018/2019,24,0,0,0
1240,"Philip Billing",Midfielder,2018/2019,22,7,0,37
1240,"Philip Billing",Midfielder,2019/2020,24,8,0,38
1243,"Gaëtan Bong",Defender,2018/2019,31,0,0,11
1243,"Gaëtan Bong",Defender,2019/2020,32,0,0,0
1244,"Borja Bastón",Forward,2019/2020,27,0,0,0
1245,"Artur Boruc",Goalkeeper,2018/2019,39,2,0,0
1247,"Miguel Britos",Defender,2018/2019,33,0,0,3
1248,"David Brooks",Midfielder,2018/2019,21,3,0,15
1248,"David Brooks",Midfielder,2019/2020,23,1,0,4
1250,Bruno,Defender,2018/2019,38,2,0,4
1251,"Kean Bryan",Defender,2020/2021,24,1,0,13
1257,"Víctor Camarasa",Midfielder,2018/2019,24,6,0,23
1257,"Víctor Camarasa",Midfielder,2019/2020,26,0,0,0
1259,"Etienne Capoue",Midfielder,2018/2019,30,14,1,47
1259,"Etienne Capoue",Midfielder,2019/2020,32,8,0,57
1262,"Petr Cech",Goalkeeper,2018/2019,36,0,0,0
1264,Chicharito,Forward,2018/2019,30,2,0,9
1264,Chicharito,Forward,2019/2020,32,0,0,0
1272,"Steve Cook",Defender,2018/2019,28,3,0,18
1272,"Steve Cook",Defender,2019/2020,29,6,1,16
1275,"Aaron Cresswell",Defender,2018/2019,29,1,0,2
1275,"Aaron Cresswell",Defender,2019/2020,30,7,0,16
1275,"Aaron Cresswell",Defender,2020/2021,31,3,0,13
1275,"Aaron Cresswell",Defender,2021/2022,32,3,0,14
1277,"Peter Crouch",Forward,2018/2019,38,1,0,3
1280,"Charlie Daniels",Defender,2018/2019,32,4,0,7
1280,"Charlie Daniels",Defender,2019/2020,33,0,0,0
1281,Danilo,Defender,2018/2019,27,1,0,10
1282,"Arnaut Danjuma",Forward,2019/2020,23,0,0,0
1283,"Matteo Darmian",Defender,2018/2019,29,0,0,3
1286,"Jermain Defoe",Forward,2018/2019,36,0,0,0
1287,"Steven Defour",Midfielder,2018/2019,31,0,0,1
1288,"Mousa Dembélé",Midfielder,2018/2019,31,1,0,12
1290,"Leander Dendoncker",Midfielder,2018/2019,24,1,0,11
1290,"Leander Dendoncker",Midfielder,2019/2020,25,5,0,31
1290,"Leander Dendoncker",Midfielder,2020/2021,26,4,0,31
1290,"Leander Dendoncker",Midfielder,2021/2022,27,4,0,13
1292,"Gerard Deulofeu",Forward,2018/2019,25,3,0,14
1292,"Gerard Deulofeu",Forward,2019/2020,26,3,0,27
1293,"Mohamed Diamé",Midfielder,2018/2019,31,3,0,36
1297,"Luke Dreher",Midfielder,2018/2019,20,0,0,0
1298,"Ondrej Duda",Midfielder,2019/2020,25,0,0,9
1305,"Cesc Fàbregas",Midfielder,2018/2019,32,1,0,1
1306,"Ralf Fährmann",Goalkeeper,2019/2020,31,0,0,0
1307,"Marouane Fellaini",Midfielder,2018/2019,31,1,0,15
1311,"Dimitri Foulquier",Defender,2019/2020,27,0,0,0
1312,"Simon Francis",Defender,2018/2019,34,1,0,11
1312,"Simon Francis",Defender,2019/2020,35,3,1,7
1314,"Kieron Freeman",Defender,2019/2020,28,0,0,1
1315,"Manolo Gabbiadini",Forward,2018/2019,27,0,0,9
1322,"Mason Greenwood",Forward,2018/2019,17,0,0,0
1322,"Mason Greenwood",Forward,2019/2020,18,0,0,12
1322,"Mason Greenwood",Forward,2020/2021,19,2,0,17
1322,"Mason Greenwood",Forward,2021/2022,20,1,0,15
1324,"Idrissa Gueye",Midfielder,2018/2019,29,6,0,54
1331,"Ander Herrera",Midfielder,2018/2019,29,4,0,21
1335,"Gonzalo Higuaín",Forward,2018/2019,31,0,0,6
1338,"José Holebas",Defender,2018/2019,34,12,1,34
1338,"José Holebas",Defender,2019/2020,36,5,0,18
1345,"Jordon Ibe",Midfielder,2018/2019,23,1,0,8
1345,"Jordon Ibe",Midfielder,2019/2020,24,0,0,0
1346,"Vicente Iborra",Midfielder,2018/2019,31,0,0,6
1350,"Daryl Janmaat",Defender,2018/2019,29,3,0,16
1350,"Daryl Janmaat",Defender,2019/2020,31,1,0,5
1351,"Vincent Janssen",Forward,2018/2019,24,0,0,2
1353,"Carl Jenkinson",Defender,2018/2019,27,0,0,1
1359,Joselu,Forward,2018/2019,29,1,0,5
1366,"Lloyd Kelly",Defender,2019/2020,21,2,0,7
1369,"Ki Sung-Yeung",Midfielder,2018/2019,30,2,0,11
1369,"Ki Sung-Yeung",Midfielder,2019/2020,31,0,0,1
1373,"Jonathan Kodjia",Forward,2019/2020,30,1,0,1
1374,"Vincent Kompany",Defender,2018/2019,33,6,0,17
1375,"Laurent Koscielny",Defender,2018/2019,33,1,0,9
1380,"Moritz Leitner",Midfielder,2019/2020,27,1,0,8
1381,"Léo Bonatini",Forward,2018/2019,25,0,0,0
1382,"Jefferson Lerma",Midfielder,2018/2019,24,12,0,43
1382,"Jefferson Lerma",Midfielder,2019/2020,25,11,1,42
1383,"Stephan Lichtsteiner",Defender,2018/2019,35,3,0,11
1385,"Fernando Llorente",Forward,2018/2019,34,2,0,12
1389,"Gary Madine",Forward,2018/2019,28,0,0,2
1393,"Adrian Mariappa",Defender,2018/2019,32,3,0,19
1393,"Adrian Mariappa",Defender,2019/2020,33,4,1,20
1394,"Lazar Markovic",Midfielder,2018/2019,25,0,0,1
1404,"Nampalys Mendy",Midfielder,2018/2019,26,5,0,22
1404,"Nampalys Mendy",Midfielder,2019/2020,28,0,0,4
1404,"Nampalys Mendy",Midfielder,2020/2021,28,5,0,21
1404,"Nampalys Mendy",Midfielder,2021/2022,29,3,0,17
1405,"Chris Mepham",Defender,2018/2019,21,1,0,7
1405,"Chris Mepham",Defender,2019/2020,22,1,0,11
1409,"Álvaro Morata",Forward,2018/2019,26,3,0,19
1410,"Alberto Moreno",Defender,2018/2019,26,0,0,1
1411,"Ravel Morrison",Midfielder,2019/2020,27,0,0,1
1413,"Nacho Monreal",Defender,2018/2019,33,5,0,17
1413,"Nacho Monreal",Defender,2019/2020,34,0,0,1
1414,"Samir Nasri",Midfielder,2018/2019,31,0,0,3
1417,"Oumar Niasse",Forward,2018/2019,29,0,0,11
1417,"Oumar Niasse",Forward,2019/2020,30,0,0,2
1418,"Georges-Kévin Nkoudou",Midfielder,2018/2019,24,0,0,0
1418,"Georges-Kévin Nkoudou",Midfielder,2019/2020,25,0,0,0
1427,"Pedro Obiang",Midfielder,2018/2019,27,0,0,13
1429,"Stefano Okaka",Forward,2018/2019,29,1,0,1
1430,"Shinji Okazaki",Forward,2018/2019,33,0,0,6
1441,"Roberto Pereyra",Midfielder,2018/2019,28,3,0,27
1441,"Roberto Pereyra",Midfielder,2019/2020,29,4,0,21
1442,"Nathaniel Phillips",Defender,2020/2021,24,2,0,20
1446,"Sebastian Prödl",Defender,2018/2019,31,0,0,1
1446,"Sebastian Prödl",Defender,2019/2020,33,0,0,1
1448,"Jason David Ian Puncheon",Midfielder,2018/2019,32,1,0,12
1450,"Rafael Camacho",Midfielder,2018/2019,18,0,0,0
1453,"Aaron Ramsey",Midfielder,2018/2019,28,0,0,21
1456,"Diego Rico",Defender,2018/2019,26,1,0,10
1456,"Diego Rico",Defender,2019/2020,27,6,0,18
1457,"Callum Robinson",Forward,2019/2020,25,1,0,11
1457,"Callum Robinson",Forward,2020/2021,26,0,0,3
1461,"Bakary Sako",Midfielder,2018/2019,31,0,0,1
1462,"Ismaïla Sarr",Forward,2019/2020,22,1,0,22
1462,"Ismaïla Sarr",Forward,2021/2022,24,2,0,17
1464,"Morgan Schneiderlin",Midfielder,2018/2019,29,2,0,21
1464,"Morgan Schneiderlin",Midfielder,2019/2020,30,4,1,18
1467,"Jack Simpson",Defender,2018/2019,22,0,0,3
1467,"Jack Simpson",Defender,2019/2020,23,0,0,1
1468,"Josh Sims",Midfielder,2018/2019,22,0,0,1
1470,"Callum Slattery",Midfielder,2018/2019,20,0,0,4
1471,"Dominic Solanke",Forward,2018/2019,21,0,0,2
1471,"Dominic Solanke",Forward,2019/2020,22,1,0,15
1472,"Pape Souaré",Defender,2018/2019,28,0,0,0
1474,"Julian Speroni",Goalkeeper,2018/2019,39,0,0,0
1475,"Dennis Srbeny",Forward,2019/2020,26,0,0,1
1476,"Jack Stacey",Defender,2019/2020,24,2,0,10
1477,"Junior Stanislas",Midfielder,2018/2019,29,1,0,6
1477,"Junior Stanislas",Midfielder,2019/2020,30,1,0,5
1481,"Enda Stevens",Defender,2019/2020,30,7,0,39
1481,"Enda Stevens",Defender,2020/2021,30,6,0,33
1482,"Daniel Sturridge",Forward,2018/2019,29,1,0,5
1483,"Denis Suárez",Midfielder,2018/2019,25,0,0,0
1484,"Andrew Surman",Midfielder,2018/2019,32,2,0,7
1484,"Andrew Surman",Midfielder,2019/2020,33,1,0,1
1485,"Sam Surridge",Forward,2018/2019,20,0,0,0
1485,"Sam Surridge",Forward,2019/2020,21,0,0,2
1487,"Alexander Sørloth",Forward,2018/2019,23,0,0,4
1489,"Alexander Tettey",Midfielder,2019/2020,34,5,0,21
1492,"Adama Traoré",Forward,2018/2019,23,1,0,15
1492,"Adama Traoré",Forward,2019/2020,24,1,0,39
1492,"Adama Traoré",Forward,2020/2021,25,4,0,47
1492,"Adama Traoré",Forward,2021/2022,26,0,0,10
1493,"Mark Travers",Goalkeeper,2018/2019,19,0,0,0
1493,"Mark Travers",Goalkeeper,2019/2020,21,0,0,0
1497,"Antonio Valencia",Defender,2018/2019,33,2,0,7
1498,"Jesús Vallejo",Defender,2019/2020,23,1,0,2
1499,"Sam Vokes",Forward,2018/2019,29,0,0,14
1500,"Kyle Walker",Defender,2018/2019,28,3,0,15
1500,"Kyle Walker",Defender,2019/2020,30,5,0,27
1500,"Kyle Walker",Defender,2020/2021,30,1,0,25
1500,"Kyle Walker",Defender,2021/2022,31,1,0,7
1502,"Victor Wanyama",Midfielder,2018/2019,27,2,0,10
1502,"Victor Wanyama",Midfielder,2019/2020,29,1,0,1
1503,"Stephen Ward",Defender,2018/2019,33,1,0,2
1506,"Kelland Watts",Defender,2019/2020,20,0,0,0
1510,"Jetro Willems",Defender,2019/2020,26,0,0,10
1512,"Callum Wilson",Forward,2018/2019,27,3,0,41
1512,"Callum Wilson",Forward,2019/2020,28,10,0,55
1512,"Callum Wilson",Forward,2020/2021,29,2,0,40
1512,"Callum Wilson",Forward,2021/2022,30,4,0,27
1514,"Ashley Young",Defender,2018/2019,33,8,1,37
1514,"Ashley Young",Defender,2019/2020,35,5,0,14
1514,"Ashley Young",Defender,2021/2022,36,2,0,16
1515,"Pablo Zabaleta",Defender,2018/2019,34,4,0,17
1515,"Pablo Zabaleta",Defender,2019/2020,35,2,0,7
1522,"Floyd Ayité",Midfielder,2018/2019,30,0,0,6
1523,"Ryan Babel",Forward,2018/2019,32,3,0,14
1524,"Leandro Bacuna",Midfielder,2018/2019,27,2,0,13
1526,"Leon Balogun",Defender,2018/2019,30,2,0,5
1527,"Sol Bamba",Defender,2018/2019,34,7,0,35
1529,"Joe Bennett",Defender,2018/2019,29,5,0,20
1546,"Chris Löwe",Defender,2018/2019,30,2,0,14
1547,"Ibrahima Cissé",Midfielder,2018/2019,25,0,0,1
1552,"Loïc Damour",Midfielder,2018/2019,28,0,0,1
1553,"Steven Davis",Midfielder,2018/2019,34,0,0,2
1556,"Laurent Depoitre",Forward,2018/2019,30,1,0,19
1558,"Adama Diakhaby",Forward,2018/2019,22,1,0,7
1563,"Demeaco Duhaney",Defender,2018/2019,20,0,0,0
1565,"Erik Durm",Defender,2018/2019,27,0,0,13
1567,"Bruno Ecuele Manga",Defender,2018/2019,30,0,0,15
1571,"Neil Etheridge",Goalkeeper,2018/2019,29,2,0,0
1578,"Sam Gallagher",Forward,2018/2019,23,0,0,4
1583,"Anthony Gordon",Forward,2019/2020,19,0,0,10
1583,"Anthony Gordon",Forward,2020/2021,20,0,0,0
1583,"Anthony Gordon",Forward,2021/2022,21,4,0,25
1584,"Jon Gorenc Stankovic",Defender,2018/2019,23,2,0,9
1588,"Karlan Grant",Forward,2018/2019,21,0,0,8
1588,"Karlan Grant",Forward,2020/2021,23,1,0,9
1590,"Greg Cunningham",Defender,2018/2019,28,3,0,8
1591,"Aron Gunnarsson",Midfielder,2018/2019,30,5,0,26
1592,"Florent Hadergjonaj",Defender,2018/2019,24,1,0,11
1595,"Ben Hamer",Goalkeeper,2018/2019,31,0,0,0
1596,"Kadeem Harris",Midfielder,2018/2019,25,1,0,4
1597,"Isaac Hayden",Midfielder,2018/2019,24,3,1,32
1597,"Isaac Hayden",Midfielder,2019/2020,25,4,1,25
1597,"Isaac Hayden",Midfielder,2020/2021,26,8,0,38
1597,"Isaac Hayden",Midfielder,2021/2022,27,5,0,14
1598,"Eden Hazard",Forward,2018/2019,28,2,0,12
1599,"Rhys Healey",Forward,2018/2019,24,0,0,1
1601,"Jordan Henderson",Midfielder,2018/2019,28,1,1,26
1601,"Jordan Henderson",Midfielder,2019/2020,30,2,0,31
1601,"Jordan Henderson",Midfielder,2020/2021,30,0,0,8
1601,"Jordan Henderson",Midfielder,2021/2022,31,3,0,23
1605,"Jonathan Hogg",Midfielder,2018/2019,30,8,1,58
1606,"Junior Hoilett",Midfielder,2018/2019,28,4,0,35
1614,"Emerson Hyndman",Midfielder,2018/2019,23,0,0,0
1619,"Matty James",Midfielder,2019/2020,29,0,0,0
1625,"Juninho Bacuna",Midfielder,2018/2019,21,4,0,33
1626,"Elias Kachunga",Forward,2018/2019,27,2,0,24
1647,"Isaac Mbenza",Forward,2018/2019,23,1,0,8
1650,"Nathaniel Mendez-Laing",Midfielder,2018/2019,27,0,0,7
1655,"Sean Morrison",Defender,2018/2019,28,6,0,32
1656,"Steve Mounié",Forward,2018/2019,24,1,1,32
1658,"Josh Murphy",Midfielder,2018/2019,24,2,0,14
1664,"Håvard Nordtveit",Defender,2018/2019,28,0,0,5
1674,"Callum Paterson",Forward,2018/2019,24,4,0,41
1677,"Lucas Pérez",Forward,2018/2019,30,0,0,5
1680,"Alex Pritchard",Midfielder,2018/2019,26,2,0,13
1681,"Collin Quaner",Forward,2018/2019,27,0,0,2
1683,"Joe Ralls",Midfielder,2018/2019,25,4,1,29
1684,"Ramadan Sobhi",Midfielder,2018/2019,22,0,0,0
1686,"Jazz Richards",Defender,2018/2019,28,0,0,0
1687,"Patrick Roberts",Midfielder,2019/2020,23,0,0,1
1690,"Aaron Rowe",Midfielder,2018/2019,18,0,0,2
1692,"Abdelhamid Sabiri",Midfielder,2018/2019,22,0,0,0
1697,"Christopher Schindler",Defender,2018/2019,29,4,1,26
1699,"André Schürrle",Midfielder,2018/2019,28,2,0,17
1705,"Adam Smith",Defender,2018/2019,28,5,1,18
1705,"Adam Smith",Defender,2019/2020,29,7,0,25
1720,"Rajiv van La Parra",Midfielder,2018/2019,27,0,0,4
1721,"Luciano Vietto",Forward,2018/2019,25,1,0,13
