player_id,player_name,player_position,player_season,player_age,player_yellow_cards,player_red_cards,player_fouls
1,"Max Aarons",Defender,2019/2020,20,7,0,29
1,"Max Aarons",Defender,2021/2022,22,8,0,27
2,"Tammy Abraham",Forward,2019/2020,22,2,0,17
2,"Tammy Abraham",Forward,2020/2021,23,0,0,22
3,"Adam Armstrong",Forward,2021/2022,25,1,0,13
4,"Che Adams",Forward,2019/2020,24,0,0,17
4,"Che Adams",Forward,2020/2021,24,1,0,30
4,"Che Adams",Forward,2021/2022,25,0,0,29
6,Adrián,Goalkeeper,2019/2020,33,1,0,0
6,Adrián,Goalkeeper,2020/2021,34,0,0,0
7,"Sergio Agüero",Forward,2018/2019,30,3,0,21
7,"Sergio Agüero",Forward,2019/2020,32,1,0,9
7,"Sergio Agüero",Forward,2020/2021,32,0,0,2
9,"Ahmed El Mohamady",Defender,2019/2020,32,1,0,13
9,"Ahmed El Mohamady",Defender,2020/2021,33,2,0,6
10,"Rayan Aït-Nouri",Defender,2020/2021,19,1,0,15
10,"Rayan Aït-Nouri",Defender,2021/2022,20,4,0,14
11,"Kristoffer Ajer",Defender,2021/2022,24,5,0,12
12,"Nathan Aké",Defender,2018/2019,24,3,0,28
12,"Nathan Aké",Defender,2019/2020,25,2,0,9
12,"Nathan Aké",Defender,2020/2021,26,4,0,8
12,"Nathan Aké",Defender,2021/2022,27,0,0,9
13,"Marc Albrighton",Midfielder,2018/2019,29,3,0,10
13,"Marc Albrighton",Midfielder,2019/2020,30,2,0,7
13,"Marc Albrighton",Midfielder,2020/2021,31,2,0,9
13,"Marc Albrighton",Midfielder,2021/2022,32,3,0,6
14,"Toby Alderweireld",Defender,2018/2019,30,3,0,10
14,"Toby Alderweireld",Defender,2019/2020,31,7,0,18
14,"Toby Alderweireld",Defender,2020/2021,32,2,0,17
17,"Alex Telles",Defender,2020/2021,28,0,0,4
17,"Alex Telles",Defender,2021/2022,29,1,0,23
18,"Trent Alexander-Arnold",Defender,2018/2019,20,3,0,14
18,"Trent Alexander-Arnold",Defender,2019/2020,21,5,0,22
18,"Trent Alexander-Arnold",Defender,2020/2021,22,2,0,21
18,"Trent Alexander-Arnold",Defender,2021/2022,23,2,0,12
19,"Ezgjan Alioski",Defender,2020/2021,29,7,0,39
20,Alisson,Goalkeeper,2018/2019,26,1,0,0
20,Alisson,Goalkeeper,2021/2022,29,0,0,0
20,Alisson,Goalkeeper,2019/2020,27,0,1,1
20,Alisson,Goalkeeper,2020/2021,28,1,0,1
21,Allan,Midfielder,2020/2021,30,6,0,37
21,Allan,Midfielder,2021/2022,31,7,1,30
22,"Dele Alli",Midfielder,2018/2019,23,4,0,23
22,"Dele Alli",Midfielder,2019/2020,24,2,0,12
22,"Dele Alli",Midfielder,2020/2021,25,0,0,10
22,"Dele Alli",Midfielder,2021/2022,26,4,0,21
23,"Miguel Almirón",Midfielder,2018/2019,25,0,0,6
23,"Miguel Almirón",Midfielder,2019/2020,26,5,0,30
23,"Miguel Almirón",Midfielder,2020/2021,27,3,0,18
23,"Miguel Almirón",Midfielder,2021/2022,28,2,0,17
24,"Marcos Alonso",Defender,2018/2019,28,6,0,28
24,"Marcos Alonso",Defender,2019/2020,29,4,0,16
24,"Marcos Alonso",Defender,2020/2021,30,2,0,13
24,"Marcos Alonso",Defender,2021/2022,31,8,0,25
27,"Álvaro Fernández",Goalkeeper,2021/2022,24,0,0,0
29,"Steven Alzate",Midfielder,2019/2020,21,1,0,17
29,"Steven Alzate",Midfielder,2020/2021,22,2,0,20
29,"Steven Alzate",Midfielder,2021/2022,23,0,0,6
30,"Daniel Amartey",Defender,2018/2019,24,2,0,6
30,"Daniel Amartey",Defender,2020/2021,26,3,0,3
30,"Daniel Amartey",Defender,2021/2022,27,4,0,14
31,"Ethan Ampadu",Defender,2020/2021,20,3,0,25
32,"Joachim Andersen",Defender,2020/2021,24,7,1,39
32,"Joachim Andersen",Defender,2021/2022,25,4,0,19
34,"Florin Andone",Forward,2018/2019,26,5,0,28
34,"Florin Andone",Forward,2019/2020,27,0,1,2
35,"André Gomes",Midfielder,2018/2019,25,7,0,49
35,"André Gomes",Midfielder,2019/2020,26,6,0,38
35,"André Gomes",Midfielder,2020/2021,27,3,0,35
35,"André Gomes",Midfielder,2021/2022,28,3,0,24
36,"Andreas Pereira",Midfielder,2018/2019,23,5,0,12
36,"Andreas Pereira",Midfielder,2019/2020,24,3,0,27
38,Angeliño,Defender,2019/2020,23,1,0,2
39,"Faustino Anjorin",Midfielder,2019/2020,18,0,0,0
40,"Michail Antonio",Forward,2018/2019,29,3,0,34
40,"Michail Antonio",Forward,2019/2020,30,3,0,41
40,"Michail Antonio",Forward,2020/2021,31,3,0,29
40,"Michail Antonio",Forward,2021/2022,32,6,1,50
43,"Cameron Archer",Forward,2021/2022,20,0,0,3
44,"Alphonse Areola",Goalkeeper,2021/2022,29,0,0,0
44,"Alphonse Areola",Goalkeeper,2020/2021,28,2,0,0
45,"Stuart Armstrong",Midfielder,2018/2019,27,2,0,20
45,"Stuart Armstrong",Midfielder,2019/2020,28,4,0,25
45,"Stuart Armstrong",Midfielder,2020/2021,29,3,0,34
45,"Stuart Armstrong",Midfielder,2021/2022,30,1,0,11
46,"Kepa Arrizabalaga",Goalkeeper,2020/2021,26,1,0,0
46,"Kepa Arrizabalaga",Goalkeeper,2018/2019,24,2,0,0
46,"Kepa Arrizabalaga",Goalkeeper,2019/2020,25,0,0,0
46,"Kepa Arrizabalaga",Goalkeeper,2021/2022,27,0,0,0
47,"Harrison Ashby",Defender,2021/2022,20,0,0,0
50,"Christian Atsu",Midfielder,2018/2019,27,2,0,13
50,"Christian Atsu",Midfielder,2019/2020,28,2,0,11
51,"Pierre-Emerick Aubameyang",Forward,2018/2019,29,0,0,13
51,"Pierre-Emerick Aubameyang",Forward,2019/2020,31,3,1,14
51,"Pierre-Emerick Aubameyang",Forward,2020/2021,31,2,0,13
51,"Pierre-Emerick Aubameyang",Forward,2021/2022,32,3,0,15
52,"Sèrge Aurier",Defender,2018/2019,26,1,0,17
52,"Sèrge Aurier",Defender,2019/2020,27,2,1,41
52,"Sèrge Aurier",Defender,2020/2021,28,0,0,23
56,"Jordan Ayew",Forward,2018/2019,27,3,0,31
56,"Jordan Ayew",Forward,2019/2020,28,6,0,59
56,"Jordan Ayew",Forward,2020/2021,29,4,0,45
56,"Jordan Ayew",Forward,2021/2022,30,2,0,38
57,"Luke Ayling",Defender,2020/2021,29,7,0,29
57,"Luke Ayling",Defender,2021/2022,30,4,1,22
59,"César Azpilicueta",Defender,2018/2019,29,4,0,39
59,"César Azpilicueta",Defender,2019/2020,30,1,0,40
59,"César Azpilicueta",Defender,2020/2021,31,5,1,32
59,"César Azpilicueta",Defender,2021/2022,32,3,0,25
62,"Daniel Bachmann",Goalkeeper,2021/2022,27,0,0,1
63,"Leon Bailey",Forward,2021/2022,24,3,0,12
64,"Eric Bailly",Defender,2018/2019,25,0,1,5
64,"Eric Bailly",Defender,2019/2020,26,0,0,2
64,"Eric Bailly",Defender,2020/2021,27,3,0,10
64,"Eric Bailly",Defender,2021/2022,28,1,0,2
68,"Fabián Balbuena",Defender,2018/2019,27,2,0,19
68,"Fabián Balbuena",Defender,2019/2020,28,2,0,6
68,"Fabián Balbuena",Defender,2020/2021,29,1,1,12
70,"Gareth Bale",Forward,2020/2021,31,1,0,9
71,"Folarin Balogun",Forward,2021/2022,20,0,0,0
73,"Patrick Bamford",Forward,2020/2021,27,3,0,36
73,"Patrick Bamford",Forward,2021/2022,28,2,0,5
76,"Shandon Baptiste",Midfielder,2021/2022,24,0,1,6
78,"Phil Bardsley",Defender,2018/2019,33,9,0,22
78,"Phil Bardsley",Defender,2019/2020,35,6,0,35
78,"Phil Bardsley",Defender,2020/2021,35,2,0,8
79,"Ross Barkley",Midfielder,2018/2019,25,1,0,14
79,"Ross Barkley",Midfielder,2019/2020,26,0,0,9
79,"Ross Barkley",Midfielder,2020/2021,27,0,0,14
79,"Ross Barkley",Midfielder,2021/2022,28,0,0,2
80,"Ashley Barnes",Forward,2018/2019,29,8,0,54
80,"Ashley Barnes",Forward,2019/2020,30,4,0,35
80,"Ashley Barnes",Forward,2020/2021,31,4,0,46
80,"Ashley Barnes",Forward,2021/2022,32,4,0,21
83,"Lewis Bate",Midfielder,2021/2022,19,0,0,3
84,"Michy Batshuayi",Forward,2018/2019,25,0,0,7
84,"Michy Batshuayi",Forward,2019/2020,26,0,0,4
84,"Michy Batshuayi",Forward,2020/2021,27,0,0,12
86,"Mads Bech Sørensen",Defender,2021/2022,23,3,0,8
88,"Jan Bednarek",Defender,2018/2019,23,7,0,22
88,"Jan Bednarek",Defender,2019/2020,24,4,0,33
88,"Jan Bednarek",Defender,2020/2021,25,5,1,30
88,"Jan Bednarek",Defender,2021/2022,26,10,0,30
89,"Asmir Begovic",Goalkeeper,2018/2019,31,0,0,0
90,"Héctor Bellerín",Defender,2018/2019,24,3,0,16
90,"Héctor Bellerín",Defender,2019/2020,25,2,0,15
90,"Héctor Bellerín",Defender,2020/2021,26,8,0,21
91,"Ben Gibson",Defender,2018/2019,26,1,0,2
91,"Ben Gibson",Defender,2021/2022,29,3,1,12
95,"Saïd Benrahma",Forward,2020/2021,25,0,0,14
95,"Saïd Benrahma",Forward,2021/2022,26,0,0,9
96,"Josh Benson",Midfielder,2020/2021,21,0,0,4
97,"Rodrigo Bentancur",Midfielder,2021/2022,24,5,0,22
98,"Christian Benteke",Forward,2018/2019,28,1,0,18
98,"Christian Benteke",Forward,2019/2020,29,4,1,25
98,"Christian Benteke",Forward,2020/2021,30,1,1,35
98,"Christian Benteke",Forward,2021/2022,31,3,0,16
99,"Gaetano Berardi",Defender,2020/2021,32,0,0,1
101,"Steven Bergwijn",Forward,2019/2020,22,2,0,7
101,"Steven Bergwijn",Forward,2020/2021,23,3,0,20
101,"Steven Bergwijn",Forward,2021/2022,24,1,0,9
103,Bernard,Forward,2018/2019,26,5,0,17
103,Bernard,Forward,2019/2020,27,2,0,19
103,Bernard,Forward,2020/2021,28,2,0,6
104,Bernardo,Defender,2018/2019,23,4,0,17
104,Bernardo,Defender,2019/2020,25,1,0,3
104,Bernardo,Defender,2020/2021,26,0,0,1
105,"Bernardo Silva",Midfielder,2018/2019,24,3,0,31
105,"Bernardo Silva",Midfielder,2019/2020,25,5,0,23
105,"Bernardo Silva",Midfielder,2020/2021,26,5,0,17
105,"Bernardo Silva",Midfielder,2021/2022,27,6,0,30
106,"Ryan Bertrand",Defender,2018/2019,29,8,0,26
106,"Ryan Bertrand",Defender,2019/2020,30,3,1,27
106,"Ryan Bertrand",Defender,2020/2021,31,5,0,29
106,"Ryan Bertrand",Defender,2021/2022,32,1,0,3
107,"Muhamed Besic",Midfielder,2019/2020,27,2,0,6
108,"Marcus Bettinelli",Goalkeeper,2018/2019,26,1,0,0
109,"Mads Bidstrup",Midfielder,2021/2022,21,0,0,1
112,"Yves Bissouma",Midfielder,2018/2019,22,5,0,40
112,"Yves Bissouma",Midfielder,2019/2020,23,4,0,31
112,"Yves Bissouma",Midfielder,2020/2021,24,8,1,55
112,"Yves Bissouma",Midfielder,2021/2022,25,10,0,30
120,"Willy Boly",Defender,2018/2019,28,2,1,29
120,"Willy Boly",Defender,2019/2020,29,1,1,24
120,"Willy Boly",Defender,2020/2021,30,2,0,15
120,"Willy Boly",Defender,2021/2022,31,1,0,7
122,"Jarrod Bowen",Forward,2019/2020,23,0,0,4
122,"Jarrod Bowen",Forward,2020/2021,24,0,0,15
122,"Jarrod Bowen",Forward,2021/2022,25,6,0,25
124,"Jarrad Branthwaite",Defender,2019/2020,18,0,0,4
124,"Jarrad Branthwaite",Defender,2021/2022,19,0,1,3
127,"Nathan Broadhead",Forward,2020/2021,23,0,0,0
128,"Armando Broja",Forward,2019/2020,18,0,0,0
128,"Armando Broja",Forward,2021/2022,20,2,0,29
129,"Josh Brownhill",Midfielder,2019/2020,24,2,0,6
129,"Josh Brownhill",Midfielder,2020/2021,25,2,0,36
129,"Josh Brownhill",Midfielder,2021/2022,26,10,0,39
130,"Bruno Fernandes",Midfielder,2019/2020,25,2,0,9
130,"Bruno Fernandes",Midfielder,2020/2021,26,6,0,43
130,"Bruno Fernandes",Midfielder,2021/2022,27,10,0,33
131,"Bruno Guimarães",Midfielder,2021/2022,24,4,0,13
132,"Bruno Jordão",Midfielder,2019/2020,21,0,0,0
133,"Lewis Brunt",Midfielder,2021/2022,21,0,0,0
134,"Emiliano Buendía",Midfielder,2019/2020,23,6,1,36
134,"Emiliano Buendía",Midfielder,2021/2022,25,1,0,17
136,"Dan Burn",Defender,2019/2020,28,5,0,32
136,"Dan Burn",Defender,2020/2021,29,5,0,35
136,"Dan Burn",Defender,2021/2022,30,8,0,26
138,"Jack Butland",Goalkeeper,2020/2021,28,0,0,0
138,"Jack Butland",Goalkeeper,2021/2022,29,0,0,0
139,"Willy Caballero",Goalkeeper,2021/2022,40,1,0,0
139,"Willy Caballero",Goalkeeper,2020/2021,39,0,0,0
139,"Willy Caballero",Goalkeeper,2018/2019,37,0,0,0
139,"Willy Caballero",Goalkeeper,2019/2020,38,0,0,0
140,"Gary Cahill",Defender,2018/2019,33,0,0,0
140,"Gary Cahill",Defender,2019/2020,34,1,0,14
140,"Gary Cahill",Defender,2020/2021,35,3,0,12
141,"Moisés Caicedo",Midfielder,2021/2022,20,2,0,7
144,"Dominic Calvert-Lewin",Forward,2018/2019,22,3,0,34
144,"Dominic Calvert-Lewin",Forward,2019/2020,23,9,0,57
144,"Dominic Calvert-Lewin",Forward,2020/2021,24,3,0,37
144,"Dominic Calvert-Lewin",Forward,2021/2022,25,2,0,17
146,"Chem Campbell",Midfielder,2021/2022,19,0,0,0
147,"Sergi Canós",Forward,2021/2022,25,6,1,28
148,"Todd Cantwell",Midfielder,2019/2020,22,6,0,33
148,"Todd Cantwell",Midfielder,2021/2022,24,2,0,4
150,"Carlos Vinícius",Forward,2020/2021,26,2,0,11
151,"Andy Carroll",Forward,2018/2019,30,2,0,11
151,"Andy Carroll",Forward,2019/2020,31,1,0,17
151,"Andy Carroll",Forward,2020/2021,32,1,0,12
152,"Scott Carson",Goalkeeper,2020/2021,35,0,0,0
155,"Matty Cash",Defender,2020/2021,23,6,1,35
155,"Matty Cash",Defender,2021/2022,24,8,0,38
156,"Timothy Castagne",Defender,2020/2021,25,1,0,20
156,"Timothy Castagne",Defender,2021/2022,26,1,0,15
157,"Craig Cathcart",Defender,2018/2019,30,2,0,16
157,"Craig Cathcart",Defender,2019/2020,31,7,0,13
157,"Craig Cathcart",Defender,2021/2022,33,3,0,13
158,"Edinson Cavani",Forward,2020/2021,34,4,0,21
158,"Edinson Cavani",Forward,2021/2022,35,0,0,7
159,"Dani Ceballos",Midfielder,2019/2020,23,1,0,19
159,"Dani Ceballos",Midfielder,2020/2021,24,4,0,23
160,"Cédric Soares",Defender,2018/2019,27,4,0,9
160,"Cédric Soares",Defender,2019/2020,28,1,0,16
160,"Cédric Soares",Defender,2020/2021,29,1,0,6
160,"Cédric Soares",Defender,2021/2022,30,3,0,15
162,"Trevoh Chalobah",Defender,2021/2022,22,2,0,19
163,"Calum Chambers",Defender,2018/2019,24,9,0,34
163,"Calum Chambers",Defender,2019/2020,25,5,0,18
163,"Calum Chambers",Defender,2020/2021,26,0,0,7
163,"Calum Chambers",Defender,2021/2022,27,1,0,14
166,"Daniel Chesters",Midfielder,2021/2022,20,0,0,0
167,"Ben Chilwell",Defender,2018/2019,22,4,0,32
167,"Ben Chilwell",Defender,2019/2020,23,3,0,29
167,"Ben Chilwell",Defender,2020/2021,24,3,0,23
167,"Ben Chilwell",Defender,2021/2022,25,0,0,10
168,Chiquinho,Forward,2021/2022,22,0,0,9
169,"Tahith Chong",Midfielder,2018/2019,19,0,0,0
169,"Tahith Chong",Midfielder,2019/2020,20,0,0,2
170,"Hamza Choudhury",Midfielder,2018/2019,21,0,0,7
170,"Hamza Choudhury",Midfielder,2019/2020,22,2,1,12
170,"Hamza Choudhury",Midfielder,2020/2021,23,1,0,6
170,"Hamza Choudhury",Midfielder,2021/2022,24,1,0,4
172,"Andreas Christensen",Defender,2018/2019,23,1,0,8
172,"Andreas Christensen",Defender,2019/2020,24,5,0,17
172,"Andreas Christensen",Defender,2020/2021,25,2,1,9
172,"Andreas Christensen",Defender,2021/2022,26,2,0,11
174,"Carney Chukwuemeka",Midfielder,2020/2021,17,0,0,2
174,"Carney Chukwuemeka",Midfielder,2021/2022,18,0,0,3
176,"CJ Egan-Riley",Defender,2021/2022,19,0,0,0
177,"Ciaran Clark",Defender,2018/2019,29,1,0,6
177,"Ciaran Clark",Defender,2019/2020,30,3,0,9
177,"Ciaran Clark",Defender,2020/2021,31,3,0,16
177,"Ciaran Clark",Defender,2021/2022,32,2,1,6
181,"Tom Cleverley",Midfielder,2018/2019,29,2,0,8
181,"Tom Cleverley",Midfielder,2019/2020,30,2,0,16
181,"Tom Cleverley",Midfielder,2021/2022,32,2,0,28
182,"Nathaniel Clyne",Defender,2018/2019,28,2,0,9
182,"Nathaniel Clyne",Defender,2020/2021,30,2,0,4
182,"Nathaniel Clyne",Defender,2021/2022,31,1,0,3
183,"Conor Coady",Defender,2018/2019,26,5,0,10
183,"Conor Coady",Defender,2019/2020,27,5,0,17
183,"Conor Coady",Defender,2020/2021,28,5,0,22
183,"Conor Coady",Defender,2021/2022,29,5,0,20
185,"Séamus Coleman",Defender,2018/2019,30,1,0,22
185,"Séamus Coleman",Defender,2019/2020,31,3,1,19
185,"Séamus Coleman",Defender,2020/2021,32,0,0,12
185,"Séamus Coleman",Defender,2021/2022,33,4,0,14
186,"Nathan Collins",Defender,2021/2022,21,2,1,20
187,"Aaron Connolly",Forward,2019/2020,20,0,0,16
187,"Aaron Connolly",Forward,2020/2021,21,0,0,6
187,"Aaron Connolly",Forward,2021/2022,22,0,0,0
189,"Liam Cooper",Defender,2020/2021,29,4,1,23
189,"Liam Cooper",Defender,2021/2022,30,5,0,19
190,"Theo Corbeanu",Forward,2020/2021,19,0,0,0
191,"Jack Cork",Midfielder,2018/2019,29,6,0,30
191,"Jack Cork",Midfielder,2019/2020,31,1,0,33
191,"Jack Cork",Midfielder,2020/2021,31,2,0,21
191,"Jack Cork",Midfielder,2021/2022,32,4,0,31
192,"Maxwel Cornet",Forward,2021/2022,25,2,0,20
195,"Vladimír Coufal",Defender,2020/2021,28,3,0,29
195,"Vladimír Coufal",Defender,2021/2022,29,3,1,29
199,"Charlie Cresswell",Defender,2021/2022,19,1,0,3
201,"Cristiano Ronaldo",Forward,2021/2022,37,8,0,16
202,"Cucho Hernández",Forward,2021/2022,23,3,0,13
203,"Marc Cucurella",Defender,2021/2022,23,6,0,28
206,"Luke Cundle",Midfielder,2021/2022,20,0,0,3
207,"Patrick Cutrone",Forward,2019/2020,22,0,0,5
207,"Patrick Cutrone",Forward,2020/2021,23,0,0,0
210,"Patson Daka",Forward,2021/2022,23,2,0,17
213,"Stuart Dallas",Defender,2020/2021,30,7,0,40
213,"Stuart Dallas",Defender,2021/2022,31,5,0,33
215,"Daniel Podence",Midfielder,2019/2020,24,0,0,5
215,"Daniel Podence",Midfielder,2020/2021,25,3,0,14
215,"Daniel Podence",Midfielder,2021/2022,26,2,0,8
217,"Scott Dann",Defender,2018/2019,32,1,0,4
217,"Scott Dann",Defender,2019/2020,33,0,0,5
217,"Scott Dann",Defender,2020/2021,34,1,0,6
218,"Karl Darlow",Goalkeeper,2021/2022,31,1,0,1
218,"Karl Darlow",Goalkeeper,2020/2021,30,3,0,0
219,"Josh Dasilva",Midfielder,2021/2022,23,0,1,4
220,"David Luiz",Defender,2018/2019,32,3,0,34
220,"David Luiz",Defender,2019/2020,33,5,2,30
220,"David Luiz",Defender,2020/2021,34,1,1,15
221,"Tom Davies",Midfielder,2018/2019,20,3,0,21
221,"Tom Davies",Midfielder,2019/2020,22,8,0,30
221,"Tom Davies",Midfielder,2020/2021,22,3,0,26
221,"Tom Davies",Midfielder,2021/2022,23,1,0,4
222,"Keinan Davis",Forward,2019/2020,22,0,0,12
222,"Keinan Davis",Forward,2020/2021,23,0,0,4
222,"Keinan Davis",Forward,2021/2022,24,0,0,0
223,"Craig Dawson",Defender,2019/2020,30,6,0,31
223,"Craig Dawson",Defender,2020/2021,31,3,1,14
223,"Craig Dawson",Defender,2021/2022,32,4,1,39
226,"Kevin De Bruyne",Midfielder,2018/2019,27,2,0,10
226,"Kevin De Bruyne",Midfielder,2019/2020,29,3,0,26
226,"Kevin De Bruyne",Midfielder,2020/2021,29,1,0,27
226,"Kevin De Bruyne",Midfielder,2021/2022,30,2,0,21
227,"David de Gea",Goalkeeper,2021/2022,31,0,0,0
227,"David de Gea",Goalkeeper,2020/2021,30,0,0,0
227,"David de Gea",Goalkeeper,2018/2019,28,1,0,1
227,"David de Gea",Goalkeeper,2019/2020,29,2,0,0
228,"Troy Deeney",Forward,2018/2019,30,4,1,42
228,"Troy Deeney",Forward,2019/2020,32,3,0,37
228,"Troy Deeney",Forward,2021/2022,33,0,0,0
229,"Liam Delap",Forward,2020/2021,18,0,0,1
229,"Liam Delap",Forward,2021/2022,19,0,0,1
230,"Fabian Delph",Midfielder,2018/2019,29,1,1,6
230,"Fabian Delph",Midfielder,2019/2020,30,3,1,18
230,"Fabian Delph",Midfielder,2020/2021,31,1,0,3
230,"Fabian Delph",Midfielder,2021/2022,32,2,0,8
232,"Emmanuel Dennis",Forward,2021/2022,24,7,1,59
235,"Kiernan Dewsbury-Hall",Midfielder,2021/2022,23,4,0,20
236,"Amad Diallo",Forward,2020/2021,18,0,0,2
237,"Luis Díaz",Forward,2021/2022,25,0,0,14
241,"Eric Dier",Defender,2019/2020,26,5,0,19
241,"Eric Dier",Defender,2020/2021,27,3,0,16
241,"Eric Dier",Defender,2021/2022,28,1,0,12
242,"Lucas Digne",Defender,2018/2019,25,5,1,39
242,"Lucas Digne",Defender,2019/2020,27,6,0,43
242,"Lucas Digne",Defender,2020/2021,27,2,1,33
243,"Diogo Dalot",Defender,2018/2019,20,3,0,12
243,"Diogo Dalot",Defender,2019/2020,21,0,0,1
243,"Diogo Dalot",Defender,2021/2022,23,4,0,18
244,"Diogo Jota",Forward,2018/2019,22,11,0,42
244,"Diogo Jota",Forward,2019/2020,23,4,0,42
244,"Diogo Jota",Forward,2020/2021,24,2,0,25
244,"Diogo Jota",Forward,2021/2022,25,3,0,41
245,"Issa Diop",Defender,2018/2019,22,4,0,18
245,"Issa Diop",Defender,2019/2020,23,8,0,31
245,"Issa Diop",Defender,2020/2021,24,3,0,8
245,"Issa Diop",Defender,2021/2022,25,0,0,5
247,"Moussa Djenepo",Midfielder,2019/2020,22,4,1,23
247,"Moussa Djenepo",Midfielder,2020/2021,22,5,0,29
247,"Moussa Djenepo",Midfielder,2021/2022,23,3,0,9
248,"Lewis Dobbin",Forward,2021/2022,19,1,0,1
250,"Matt Doherty",Defender,2018/2019,27,5,0,30
250,"Matt Doherty",Defender,2019/2020,28,1,0,28
250,"Matt Doherty",Defender,2020/2021,29,2,1,20
250,"Matt Doherty",Defender,2021/2022,30,0,0,11
251,"Domingos Quina",Midfielder,2018/2019,19,0,0,7
251,"Domingos Quina",Midfielder,2019/2020,20,0,0,1
252,"Abdoulaye Doucouré",Midfielder,2018/2019,26,7,0,36
252,"Abdoulaye Doucouré",Midfielder,2019/2020,27,9,0,51
252,"Abdoulaye Doucouré",Midfielder,2020/2021,28,6,0,23
252,"Abdoulaye Doucouré",Midfielder,2021/2022,29,6,0,39
253,"Douglas Luiz",Midfielder,2019/2020,22,8,0,51
253,"Douglas Luiz",Midfielder,2020/2021,23,8,1,59
253,"Douglas Luiz",Midfielder,2021/2022,24,7,0,37
254,"Kieran Dowell",Midfielder,2021/2022,24,0,0,19
255,"Tommy Doyle",Midfielder,2019/2020,18,0,0,0
256,"Cody Drameh",Defender,2021/2022,20,1,0,2
257,"Danny Drinkwater",Midfielder,2019/2020,30,1,0,8
259,"Josip Drmic",Forward,2019/2020,27,0,1,6
260,"Martin Dúbravka",Goalkeeper,2021/2022,33,1,0,0
260,"Martin Dúbravka",Goalkeeper,2020/2021,32,0,0,0
260,"Martin Dúbravka",Goalkeeper,2018/2019,30,1,0,0
260,"Martin Dúbravka",Goalkeeper,2019/2020,31,0,0,0
261,"Shane Duffy",Defender,2018/2019,27,4,1,22
261,"Shane Duffy",Defender,2019/2020,28,2,0,14
261,"Shane Duffy",Defender,2021/2022,30,7,0,15
262,"Paul Dummett",Defender,2018/2019,27,1,0,11
262,"Paul Dummett",Defender,2019/2020,28,2,0,4
262,"Paul Dummett",Defender,2020/2021,29,2,0,9
262,"Paul Dummett",Defender,2021/2022,30,2,0,3
263,"Lewis Dunk",Defender,2018/2019,27,5,1,22
263,"Lewis Dunk",Defender,2019/2020,28,9,0,19
263,"Lewis Dunk",Defender,2020/2021,29,5,2,22
263,"Lewis Dunk",Defender,2021/2022,30,2,1,9
264,"Jimmy Dunne",Defender,2020/2021,23,1,0,2
266,Ederson,Goalkeeper,2019/2020,26,3,1,2
266,Ederson,Goalkeeper,2021/2022,28,3,0,1
266,Ederson,Goalkeeper,2020/2021,27,3,0,1
266,Ederson,Goalkeeper,2018/2019,25,2,0,2
267,"Odsonne Édouard",Forward,2021/2022,24,4,0,25
270,"Anwar El Ghazi",Forward,2019/2020,25,3,0,20
270,"Anwar El Ghazi",Forward,2020/2021,26,2,0,18
270,"Anwar El Ghazi",Forward,2021/2022,27,2,0,8
271,"Anthony Elanga",Forward,2020/2021,19,0,0,2
271,"Anthony Elanga",Forward,2021/2022,20,0,0,8
273,"Harvey Elliott",Midfielder,2018/2019,16,0,0,0
273,"Harvey Elliott",Midfielder,2019/2020,17,0,0,0
273,"Harvey Elliott",Midfielder,2021/2022,19,0,0,2
274,"Mohamed Elyounoussi",Midfielder,2018/2019,24,0,0,10
274,"Mohamed Elyounoussi",Midfielder,2021/2022,27,4,0,28
275,Emerson,Defender,2018/2019,24,0,0,8
275,Emerson,Defender,2019/2020,25,3,0,4
275,Emerson,Defender,2020/2021,26,0,0,3
275,Emerson,Defender,2021/2022,27,0,0,0
276,"Emerson Royal",Defender,2021/2022,23,5,0,28
277,"Björn Engels",Defender,2019/2020,25,1,0,5
278,"Christian Eriksen",Midfielder,2018/2019,27,3,0,17
278,"Christian Eriksen",Midfielder,2019/2020,28,5,0,9
278,"Christian Eriksen",Midfielder,2021/2022,30,1,0,5
279,"Peter Etebo",Midfielder,2021/2022,26,3,0,8
280,"Jonny Evans",Defender,2018/2019,31,2,0,21
280,"Jonny Evans",Defender,2019/2020,32,8,1,35
280,"Jonny Evans",Defender,2020/2021,33,7,0,18
280,"Jonny Evans",Defender,2021/2022,34,3,0,15
283,"Eberechi Eze",Midfielder,2020/2021,22,3,0,18
283,"Eberechi Eze",Midfielder,2021/2022,23,1,0,5
284,"Lukasz Fabianski",Goalkeeper,2019/2020,35,1,0,1
284,"Lukasz Fabianski",Goalkeeper,2021/2022,37,2,0,1
284,"Lukasz Fabianski",Goalkeeper,2020/2021,36,2,0,1
284,"Lukasz Fabianski",Goalkeeper,2018/2019,34,0,0,0
285,Fabinho,Midfielder,2018/2019,25,6,0,29
285,Fabinho,Midfielder,2019/2020,26,6,0,32
285,Fabinho,Midfielder,2020/2021,27,6,0,29
285,Fabinho,Midfielder,2021/2022,28,7,0,40
286,"Fábio Silva",Forward,2020/2021,18,2,0,20
286,"Fábio Silva",Forward,2021/2022,19,0,0,13
288,"Akin Famewo",Defender,2019/2020,21,0,0,0
291,"Felipe Anderson",Midfielder,2018/2019,26,3,0,27
291,"Felipe Anderson",Midfielder,2019/2020,27,1,0,17
291,"Felipe Anderson",Midfielder,2020/2021,28,0,0,0
